text,score
"James Stewart stars in a classic western tale of revenge which ties in with the fate of the films other star the Winchester Rifle. Stewart is it goes without saying excellent adding some cold hard obsession to his usual laid back cowboy. The story follows the fate of a Winchester rifle and its owners after being won in a competition by our hero and stolen by the man he is hunting.<br /><br />We meet a selection of gamblers, gun fighters, Indian traders and bank robers as we follow the rifles path through Indian battles, bank heists etc. The supporting cast are all solid with Dan Durya standing out as Waco Johnny Dean the live-wire gunfighter with an itchy trigger finger. Also as a trivia note a very early appearance from Rock Hudson as an Indian chief.<br /><br />The end showdown is a classic a tense rifle battle fought at long range in and around a rocky outcrop. Throw in some good old western action, fist fights, shootouts and horseback chases it makes for a rollicking western adventure. 8/10",1
"This movie didn't really surprise me, as such, it just got better and better. I thought: ""Paul Rieser wrote this, huh? Well...we'll see how he does..."" Then I saw Peter Falk was in it. I appreciate Colombo. Even though I was never a big fan of the show, I've always liked watching Peter Falk. <br /><br />The performances of Peter and Paul were so natural that I felt like a fly on the wall. They played off of each other so well that I practically felt giddy with enjoyment! ...And I hadn't even been drinking!<br /><br />This movie was so well done that I wanted to get right on the phone to Paul and let him know how much I enjoyed it! but I couldn't find his number. Must be unlisted or something.<br /><br />This was one of those movies that I had no idea what it was going to be about or who was in it or anything. It just came on and I thought:""Eh, why not? Let's see. If I don't like it - I don't have to watch it..."" ...and I ended up just loving it!",1
"One of the most nihilistic and brutal films I've ever seen, but also one of the most tragic and moving ones. This is an action-melodrama like the world has never seen it before. Sometimes the plot got me close to tears, while in the next moment delivering shocking revelations like a bone-crunching blow to the guts. Chilling performance by Edison Chen. The story of a HK-Cop and a Cambodian killer hunting each other down, while bit by bit losing their humanity, is a strong one. Featuring very little dialog in favor of haunting imagery and gritty camera-work, ""Dog bite Dog"" is pure HK-Bloodshed without the Heroism.",1
"This is an excellent film for female body-builder & female action fans! I think that Sue Price did a great job in this film series (Nemesis 2,3,4) and proved to be a great fighter. She has a very striking appearance and a will of iron to resist the powerful Nebula (Nemesis 2). Though not a film of great value and Sue Price's acting skills not the best to have met in my life, the movie itself was something awesome, a priceless gem for fans of female body-builder action! Well, some parts of Nemesis 2 have been copied by other famous sci-fi films, such as Terminator or Predator, but that's not the point. The point is that A.Puyn casted in that film a very talented body-builder who put all of her energy and body talent to show us the best she can do. I really enjoyed that film and watched with the same enthusiasm Nemesis 3 (a rather boring sequel) and Nemesis 4 (a much more interesting sequel than 3). What a pity it hasn't shown yet on DVD :-(",1
"This is a great movie that I don't think gets enough credit as Saturday Night Fever or Grease in John Travolta's career. He plays a man who is in love with a girl but is too pig headed to admit his feelings to her. Instead, he wants to engage in mechanical bull riding because he thinks it will show his manhood. Even though it was made in 1980, it is still timely today. The great country music soundtrack is terrific. 10/10",1
"One of the best love stories I have ever seen. It is a bit like watching a train wreck in slow motion, but lovely nonetheless... Big Edie and Little Edie seem a bit like family members after watching this movie repeatedly, and are infinitely quotable: ""It's a goddamned beautiful day, now will you just shut up?"" The opening explanation of Little Edie's costume only promises that the movie will live on forever, and so will Big Edie ""The World Famous Singer"" and Little Edie "" The World Famous Dancer.""",1
"Thanks should be given to the Hong Kong VCD/DVD distributors that I only paid US$1.4 and I could have such a surprisingly delightful enjoyment.<br /><br />Adultery? How common in our modern days. Eva grabbed her two children and kidnapped Nick to chase after Luis and Charlotte to Italy. She wants her revenge done but at the end, she also commits the same crime of Luis: she had sex with Nick.<br /><br />In this small indie production, Vivian Naefe dealt with the teething problems in modern marriage with a light heart. How can one dare treat marriage seriously in this fast-food time where people are now of higher mobility in physical, mental and technology areas? Conjugal commitment asks for too high a price that most people would choose to succumb to circumstances. Nick once trusted Charlotte but he fell for Eva after that kidnap journey which forced him to experience much growth.<br /><br />Most viewers may feel happy about the ending because Eva and Nick come together, well, this should be the greatest retribution to the unfaithful act of their spouses. However, I want a sequel, I want to see how the four would develop after this exchange. Perhaps they may exchange back, how can one be so sure about the shaky love relationship.<br /><br />Good acting and good scenery. The two little child-actors should not be neglected especially the boy when he cries at the reception of the hotel in Venezia. And of course, how can we forget the ""bella, bella"" scenery of the city.",1
"Mesmerizing, breathtaking and horrifying, this hauntingly beautiful film is the ""Apocalypse Now"" without fiction. Slow in pace, quiet in mood, it gives good glimpses of the poisoned patches of Earth that may well be signs of an inevitable doom.<br /><br />There is no doubt in my mind -- the nature is plagued and we are the disease. Greed, the very essence of humanity that drives evolution and progress, has turned us into something like cancer, on its way to consume the host and die with it...<br /><br />Manufactured Landscapes is quite an unforgettable viewing experience - at least I'll never regard my toaster and iron the same way again.",1
"I have to say that this miniseries was the best interpretation of the beloved novel ""Jane Eyre"". Both Dalton and Clarke are very believable as Rochester and Jane. I've seen other versions, but none compare to this one. The best one for me. I could never imagine anyone else playing these characters ever again. The last time I saw this one was in 1984 when I was only 13. At that time, I was a bookworm and I had just read Charlotte Bronte's novel. I was completely enchanted by this miniseries and I remember not missing any of the episodes. I'd like to see it again because it's so good. :-)",1
"At first glance, it would seem natural to compare Where the Sidewalk Ends with Laura. Both have noirish qualities, both were directed by Otto Preminger, and both star Dana Andrews and Gene Tierney. But that's where most of the comparisons end. Laura dealt with posh, sophisticated people with means who just happen to find themselves mixed-up in a murder. Where the Sidewalk Ends is set in a completely different strata. These are people with barely two nickels to rub together who are more accustomed to seeing the underbelly of society than going to fancy dress parties. Where the Sidewalk ends is a gritty film filled with desperate people who solve their problems with their fists or some other weapon. Small-time hoods are a dime-a-dozen and cops routinely beat confessions out of the crooks. Getting caught-up in a murder investigation seems as natural as breathing.<br /><br />While I haven't seen his entire body of work, based on what I have seen, Dana Andrews gives one of his best performances as the beat-down cop, Det. Sgt. Mark Dixon. He's the kind of cop who is used to roughing up the local hoods if it gets him information or a confession. One night, he goes too far and accidentally kills a man. He does his best to cover it up. But things get complicated when he falls for the dead man's wife, Morgan Taylor (Tierney), whose father becomes suspect number one in the murder case. As Morgan's father means the world to her, Dixon's got to do what he can to clear the old man without implicating himself.<br /><br />Technically, Where the Sidewalk Ends is outstanding. Besides the terrific performance from Andrews, the movie features the always delightful Tierney. She has a quality that can make even the bleakest of moments seem brighter. The rest of the cast is just as solid with Tom Tully as the wrongly accused father being a real standout. Beyond the acting, the direction, sets, lighting, and cinematography are all top-notch. Overall, it's an amazingly well made film.<br /><br />If I have one complaint (and admittedly it's a very, very minor quibble) it's that Tierney is almost too perfect for the role and her surroundings. It's a little difficult to believe that a woman like that could find herself mixed-up with some of these unsavory characters. It's not really her fault, it's just the way Tierney comes across. She seems a little too beautiful, polished, and delicate for the part. But, her gentle, kind, trusting nature add a sense of needed realism to her portrayal.",1
"`Castle of Blood' (aka `Castle of Terror') is a well-crafted, surprisingly spooky entry from Italian director Anthony Dawson. Exquisite black and white cinematography, flawless dubbing, superb casting, fairly logical scripting, deliberate pacing and a surprise (though totally appropriate) ending set this one apart. Only the films sometimes hokey music and the rather abrupt `love at first sight' between Elizabeth (Barbara Steele) and Alan (Georges Rivière) mar an otherwise surprisingly entertaining movie.<br /><br />While visiting England, Edgar Allan Poe sits in a pub, telling one of his ghostly stories to Count Blackwood. Recognizing the great writer, Alan, a young news reporter, requests an interview with Poe. During the course of the conversation, Poe reveals that all of his stories are true. Incredulous, Alan expresses his skepticism about life after death. Count Blackwood offers to bet Alan 100 pounds that he cannot survive this night in Blackwood's castle, a night following Halloween when the dead walk. Alan cannot afford the bet, so he bets his life for a 10 pound wager.<br /><br />Unlike Mario Bava's overpraised `Black Sunday,' (aka `The Mask of Satan'), `Castle of Blood' is fairly restrained, making the few moments of violence even more dreadful, especially surprising from a director usually associated with those terrible Italian space movies from the 60s.<br /><br />It's a pity the only version of this film I've found is badly deteriorated (and recorded) pan and scan version. Even so, it is well worth seeing, and cries out for a modern remake, perhaps with Christina Ricci or Jennifer Love Hewitt in the role of Elizabeth. Watch it and enjoy a film that compares well with Robert Wise's `The Haunting'.",1
"Cuban Blood is one of those sleeper films that has a lot to say about life in a very traditional way. I actually watched it while sailing around Cuba on a western Caribbean cruise. It details the life of an 11 year old boy in a small town in Cuba in 1958 and 1959 during the revolution. Not much time is spent on the revolution until the very end, when the Socialist regime came and took the property of the boy's father. The majority of the film is the boy's coming of age and the relationships that arise in a small town where everyone knows everyone else. There are some powerful scenes that everyone can relate to. A class A film with fine acting and directing. This is a film that tells a story with no special effects or grand schemes or real twists. It is a film about people and their lives, their mistakes, and their triumphs. A good film worth watching several times annually.",1
"Henri Verneuil's film may be not so famous as Parallax View, 3 Days of the Condor or JFK but it is certainly not worse and sometimes even better than these classic representatives of the genre. Action takes place in fictional western state where fictional president has been killed. After several years of investigation, special government commission decides that president was killed by a lone gunman. But one man - prosecutor Volney, played by Yves Montand - thinks there's something more to be investigated and so the film starts. This movie doesn't deal with some exact theories, but it embraces the whole structure of relationship between government and society in today's world. Such film could be made only in the 1970-ies but it will never lose it's actuality. Furthermore, it's even a bit frightful how precise are it's oracles. 10 out of 10.",1
"Did you ever wonder how far one movie could go? <br /><br />Schizophreniac relentlessly explores the world of the extreme with Harry Russo. <br /><br />Harry is an aggravated writer, killer and drug addict scumbag who will stop at nothing to destroy those who stand between him and insanity. Driven by the demonic voices of his ventriloquist dummy rubberneck, Harry begins his killing spree. <br /><br />From director Ron Atkins comes the 1st installment of the vilest story ever to be filmed<br /><br />The only other movie I have seen similar to this would happen to be the 2nd installment entitled Schizophreniac Necromaniac<br /><br />This is a really low budget film and will not be for everyone, but if you are looking for something disturbing, different and horrific then this would make a fine choice.<br /><br />DO NOT EXPECT ANYTHING LIKE MODERN DAY HORROR (Such as Scream)<br /><br />Viewer discretion is advised",1
"As a long-standing Barbra fan, any posting like this will be biased. That aside, this film ranks as a classic. It has it's flaws (emphasized in other postings), but gives a glimpse of a time (late 70s) that will never be there again, and is fascinating to watch unfold on screen.<br /><br />Streisand fought hard to make this movie her own. I don't think she was ever satisfied. But it gives her fans a new Barbra (for the time) with LIVE singing, a young fresh appearance, and some very heavy-duty acting.<br /><br />The story is rough, but exciting, and holds your interest throughout. The extended one frame ""finale"" is hard for most non-Barbra fans to sit through, but it speaks volumes to those who admire her talent.<br /><br />",1
I happen to run into this movie one night so I decided to watch it! I was very pleased with the movie... I thought it was a wonderful plot. It's a great feeling knowing a deceased one has come back and you get that second chance to say what you want to say! And this wife stayed devoted for 23 years!!! I thought it was a great movie!!,1
"I realized a couple of days ago that the makers of this film put a play on words into its title. This movie is not primarily about the act of ""riding giants,"" but mostly about the people who are the giants of the sport, RIDING giants, to change the emphasis.<br /><br />In my teens I lived a block from the Wedge, one of the hardest-breaking and best bodysurfing spots in the world. I've been out in 15-to-18 foot surf, and have ridden and been hammered by 10 and 12-foot waves on many occasions. That experience is why I am in complete awe of the surfers in this film. The idea that Jeff Clark, to all appearances a normal mortal, could get away with riding Maverick's BY HIMSELF for over a decade is beyond my grasp. The first safety rule of any water sport is ""Never surf/dive/swim by yourself."" He went where sane people would not, and lived to tell about it. I wouldn't go out there if the water were 75 degrees and the sharks all left. <br /><br />In the world of warm water: the first shot of the waves at Jaws always makes the skin tingle over my entire body. These are not just scary waves, these are uncontrolled-bowel-evacuation waves. When we see Laird Hamilton not only surviving 40-to-60 foot waves (I can hardly type those numbers), but actually working the faces like a fun day at Rincon, I'm blown away. There is a dedication and focus in big-wave riders which is comparable to that of anyone in the world. <br /><br />This a great film. I gave it a 9 instead of a 10 only because it neglects to mention that there are great big-wave riders in the world outside the Hamilton/Kalama crew, and I think they deserved mention. Splice in Ken Bradshaw at outside Log Cabins and a 10 it is!",1
"I am writing this after just seeing The Perfect Son at the 2002 Gay and Lesbian Mardi Gras Film Festival in Sydney, Australia.<br /><br />When their Father dies, two estranged brothers meet at the funeral and after discovering that one of the brothers is dying from AIDS, they enter on a heart warming journey of reconciliation. The two leads do a magnificent job of creating the gradual warmth and respect that builds up between them as the movie progresses. I do have one qualm about the movie though - whilst the brother who is dying acts sick, he doesn't look it. A person of 0 T4 cells would look quite ill - not even a make up job to make the actor look ill was employed. A small gripe, but one that makes it a bit less realistic. Despite that one small gripe, The Perfect Son is a wonderful movie and should you have the chance to see it- do. I'm hoping for a DVD release in the near future!",1
"The premise of the story is simple: An old man living alone in the woods accidentally stumble upon a murder of a small child, and tries to convince the police that the murder has occurred. Though very little dialog is provided throughout the film, the visual narrative told by the camera's eye alone made the film quite engaging. The setting of the gray woods conveys a feeling of loneliness, which complements the quietness of the characters themselves. We can also sense helplessness in the old man's inability to convince the police of the murder, which parallels the silenced child's inability to tell her own story.<br /><br />True horror lies in feelings of hopelessness, helplessness, and irrationality. This film successfully addresses these elements by visuals alone, rather than relying on cheap sound effects or blood and gore that other bad horror films use when the narrative is weak.<br /><br />Cleverly, the story unfolds at a slow pace to build up tension for a few creepy and startling moments. The ending is also unexpected and believable. Reminiscent of Japanese horror films, such as ""The Ring,"" and ""Dark Water,"" or English horror films, such as ""Lady in Black,"" and ""The Innocents,"" this film provides viewers the experience of true atmosphere horror. I recommend anyone who enjoys a good chilling to the bone scare to give this film a try.<br /><br />By the way, if you haven't seen the films I just mentioned above, you might want to give them a try as well.",1
"I saw this film a while back and it's still at the top of my 'favorite movies' list. It is amazingly put together and what really makes the film are the detailed tid bits (such as the 'Cafe Bustelo' coffee crate being reused as a cup to wash her grandsons hair) that people aren't seeing because YOU WILL NOT UNDERSTAND THIS MOVIE UNLESS YOU ARE HISPANIC. This is just one of those films that is very culturally specific and particular. Please do not bash this film if you have no prior knowledge of what foundation it's being built upon. I completely see what the writer/director was going for, and he hit the target perfectly! This film is highly deserving of a better rating.",1
"I work with children from 0  6 years old and they all love the Doodlebops. The Doodlebops are energetic, vibrant and appealing. Once they start singing, ''We're the Doodlebops We're the Doodlebops We're the Doodlebops Oh yeah Come and join the fun because we're laughing and we're singing all day"" it is almost impossible not to join them in song. The Doodlebops brings the viewer into a world of color and fun. Each show is an adventure, the Doodlebops do not try to change the world with preachy messages all they do is have fun while sorting out everyday life challenges that the young child may relate to. The Doodlebops is an refreshing, high action alternative to regular children's television programs.",1
this independent film was one of the best films at the tall grass film festival that i have ever seen there i loved it there are so many things that was great about the film on top of all that the cast and crew that i had the opportunity to meet were absolutely phenomenal.I thought that Avi did a great job in his role. and Ricky Ullman was absolutely true to his role for a Disney actor i was amazed at his talent to be able to go from cheesy teen comedy to such an adult role with no problems the talent in the film was just amazing the cinematography was just great if you want to see an independent film this is one really that you should see.I think that Mr Gruver would have been so proud to have such a submission in his festival and his parents loved the movie so much when it won the audience favorite they went and saw it again. this truly was a great film it was dark and funny and sad and truly emotional it was just fabulous. I am honestly just so enthused by this film and i really don't want to spoil it for any one just see it and truly be amazed at it i think that these film makers really have what it takes to go places and I hope to see more work from them in the future.,1
"To make it short and not to spoil everything this film is about Kip (Giovanni Ribsi), a car thief, who messes up a big delivery of stolen cars (50 in total). He is then threatened to be killed by the man who gave him the order'. The objective now is to get 50 cars stolen in 3 days, with the help of Randall (Nicolas Cage), a retired' booster and also Kip's brother and a couple of old friends of Randall's. As you can see this is the same old, big bro' needs to get lil' bro' out of trouble routine and of course Randall is the best thief there ever was. Of course as in all other movies there are also a few setbacks and surprises you never would have thought of, but at times it is predictable too, so there is nothing fancy about the story. <br /><br />You are by now probably wondering why this is about 51 times the HOT STUFF, since there are only 50 beautiful, fast, cool and expensive cars to be stolen. Well the other hot item in this film is Sway (Angelina Jolie (who will be a big STAR (trust me))). She is not only very convincing in the role as a car theft, but she is pretty hot too. OK not hot as in pretty, but hot as in damn cool and sexy. She was very believable in this role, probably because she is some kind of a wild woman in real life too (don't believe me, read her biography) and for the sexy part well just see for yourself man. I only know, that she plays the kind of girl I like in this film, because she is not too mainstream, a bit alternative look and she even comes with a tattoo.<br /><br />OK the only downsides I felt while watching this movie was, that there is not very much action, there is one totally unrealistic scene, the story is only OK and that there are not much jokes. Hey but after seeing the whole film I must say: WHO CARES. Why must I say that, well because it was still entertaining; had a couple of cool car chases; good music; some Bruckheimer scenes (where the combination of music and the lines of actors make your eyes go wet); good actors who all did their jobs; pretty cars; one cool, wild, sexy lady (yes, I mean Mrs. Jolie) and last but not least very nice and cool tools to boost the cars with. So some downsides here but still a pretty good and entertaining movie. All in all the best way to describe this film is that it is an overall OK movie with a cool  feelgood ending.<br /><br />As for Nicolas Cage, well He is actually one of my most favourite actors in the action genre nowadays after such good films as The Rock, Con Air, Face / Off, Snake Eyes and finally this one. Plus what actor has had so many good action / thriller's in the last years and such successful ones ? Well no one!!! Maybe Jackie Chan, but he is one of my favourites too. One thing that is true though about Mr. Cages Bruckheimer films is that they keep getting worse. The Rock, was a clear 9, Con air was a nice 8 and this well this clearly is a 7. Not that that mark is bad. Does it not show that his films under Bruckheimer keep getting worse and that maybe Cage has to think longer before he accepts a role in a movie and probably he should make a few less movies ? No it doesn't show us that, because almost all of Cage's films were successful in the last few years, except for 8mm and Bringing out the Dead. 8mm was not great, I admit that, but that was never Cage's fault and the story seemed good to me. About the latter film I can not say anything, cause I have not seen it yet. One thing though I know for sure, if Bruckheimer would have asked me for those three films, I would have said YES to all of them. I would have said yes to The Rock, because the story was great and because you would get to play with Sean Connery and Ed Harris. I would have said yes to Con Air, because there would be a lot of action in it, because the story was good and because you got to act with John Malkovich and Ving Rhames. In this one I would have starred because I would have gotten a big paycheque, I would have been able to ride some cool and fast cars and because I would have been able to kiss Angelina Jolie (can't wait to see her in that Lara Croft outfit). This one was a good choice of Mr. Cage and it certainly was worth a look at in the theatre.<br /><br />7 out of 10",1
"FORBIDDEN PLANET is the best SF film from the golden age of SF cinema and what makes it a great film is its sense of wonder . As soon as the spaceship lands the audience - via the ships human crew - travels through an intelligent and sometimes terrifying adventure . We meet the unforgetable Robbie , the mysterious Dr Morbuis , his beautiful and innocent daughter Altair and we learn about the former inhabitants of the planet - The Krell who died out overnight . Or did they ? <br /><br />You can nitpick and say the planet is obviously filmed in a movie studio with painted backdrops but that adds to a sense of menace of claustraphobia I feel and Bebe and Louis Barron`s electronic music adds even more atmosphere <br /><br />I`m shocked this film isn`t in the top 250 IMDB films .",1
"Halfway through Lajos Koltai's ""Evening,"" a woman on her deathbed asks a figure appearing in her hallucination: ""Can you tell me where my life went?"" The line could be embarrassingly theatrical, but the woman speaking it is Vanessa Redgrave, delivering it with utter simplicity, and the question tears your heart out.<br /><br />Time and again, the film based on Susan Minot's novel skirts sentimentality and ordinariness, it holds attention, offers admirable performances, and engenders emotional involvement as few recent movies have. With only six months of the year gone, there are now two memorable, meaningful, worthwhile films in theaters, the other, of course, being Sara Polley's ""Away from Her."" Hollywood might have turned ""Evening"" into a slick celebrity vehicle with its two pairs of real-life mothers and daughters - Vanessa Redgrave and Natasha Richardson, and Meryl Streep and Mamie Gummer. Richardson is Redgrave's daughter in the film (with a sister played by Tony Collette), and Gummer plays Streep's younger self, while Redgrave's youthful incarnation is Claire Danes.<br /><br />Add Glenn Close, Eileen Atkins, Hugh Dancy, Patrick Wilson, and a large cast - yes, it could have turned into a multiple star platform. Instead, Koltai - the brilliant Hungarian cinematographer of ""Mephisto,"" and director of ""Fateless"" - created a subtle ensemble work with a ""Continental feel,"" the story taking place in a high-society Newport environment, in the days leading up to a wedding that is fraught with trouble.<br /><br />Missed connections, wrong choices, and dutiful compliance with social and family pressures present quite a soap opera, but the quality of the writing, Koltai's direction, and selfless acting raise ""Evening"" way above that level, into the the rarified air of English, French (and a few American) family sagas from a century before its contemporary setting.<br /><br />Complex relationships between mothers and daughters, between friends and lovers, with the addition of a difficult triangle all come across clearly, understandably, captivatingly. Individual tunes are woven into a symphony.<br /><br />And yet, with the all the foregoing emphasis on ensemble and selfless performances, the stars of ""Evening"" still shine through, Redgrave, Richardson, Gummer (an exciting new discovery, looking vaguely like her mother, but a very different actress), Danes carrying most of the load - until Streep shows up in the final moments and, of course, steals the show. Dancy and Wilson are well worth the price of admission too.<br /><br />As with ""Away from Her,"" ""Evening"" stays with you at length, inviting a re-thinking its story and characters, and re-experiencing the emotions it raises. At two hours, the film runs a bit long, but the way it stays with you thereafter is welcome among the many movies that go cold long before your popcorn.",1
"I sit through movies like ""Tiempo de valientes"" and I want to talk about cinema for hours. The admiration this movie caused me is beyond my own limits of explanation, because I'm watching the scenes of the film and I search inside my thoughts for film-making ideas and dialogue innovations that could emerge from something bigger than Damian Szifron's mind.<br /><br />Looking the environment, so uncompromised, so simple, I'm thinking; this man is a genius. No wonder he created what is probably the best television show Argentina ever witnessed, and then a first movie full of elements some contemporary directors haven't still achieved. ""El fondo del mar"" is the name and, it awakened (a few years ago), my enthusiasm for our everyday cinema.<br /><br />Starting his journey from people's daily real lives, Szifron goes where Pablo Trapero never could in ""El Bonaerense""; the Federal Police Department's life. Trapero's film was a journey into a man's mind and experiences, not into the places he saw. Yes, there was a detailed training and lots of crime situations, but Szifron in ""in there"", his is more of a detective story, like the ones we know and love, with the mysteries and the thrilling music.<br /><br />But there's a lot of humanity in his writing, and he shows us his investigation through the eyes of his main characters, Alfredo Díaz and Mariano Silverstein. There are a lot of actors of great caliber in the film, but these two actors are the ones the film can't do without. The first character (Luis Luque) is a detective that has just found out his wife cheats on him; and has to work on a case.<br /><br />The second one is a psychiatrist that is assigned the treatment of the detective. He wants to deal with him in regular sessions but the sheriff takes advantage of the time disposition and suggests he joins Díaz in his routines: ""It's nothing, the usual stuff; no problem"". But it is bigger than that, and it will unfold a part of the doctor's personality he didn't know.<br /><br />The relationship developed between the two leads can't be explained unless it is observed, because it regards such a complexity that demonstrates how talented are some men like Szifron that are trying, today, to leave a signature in our history. Reaching points of unbelievable spontaneity, during a high pressure situation, Díaz tells Silverstein: ""How do we continue our treatment?"", and Silverstein answers: ""No, I'm not your doctor. You call me to have dinner; I'm your friend"": we laugh because we can't help it.<br /><br />And we can't help laughing when Díaz crashes a car in the street and doesn't gives importance to it, or when he trespasses all the red lights in the street, or when he smokes pot in his police patrol and Silverstein can't believe it (but then smokes it too because he's screwed up); or when Silverstein tries to be friendly with Díaz's robber friends. Magic from Diego Peretti is what we receive there. He, a psychiatrist himself, gives a performance in plan ""Locas de amor"", but impresses with all his range. Luis Luque on the other hand, is back on track with a top-notch portrayal that reminds us the great actor he is.<br /><br />There's a passion I have for this, and as I said, I could write about it for hours, but unfortunately that's not the way it works and I have to be precise and summarize. Although I have to watch a lot of the old movies and study them, I could assure that ""Tiempo de valientes"" is the comedy Argentina had been waiting for and never gotUntil now.",1
"North Africa in the 1930's. To a small Arab town on the edge of the Sahara comes a beautiful woman looking for meaning to her life & a handsome Trappist monk fleeing from his crisis of faith. They will meet and passions will be stirred, but not even the Sand Diviner knows if they will find happiness or sorrow, here, in THE GARDEN OF ALLAH.<br /><br />The plot is pure hokum, but the film is still great fun & beautiful to look at. Marlene Dietrich & Charles Boyer are a superb screen couple. She is, to put it simply, gorgeous, and Boyer gives a most effective, understated performance, letting his sensitive face do much of his acting for him. <br /><br />The supporting cast is excellent: Basil Rathbone, in a sympathetic role as a Count who loves the desert; Joseph Schildkraut as a friendly, talkative guide (all the ""Arabic"" he & others speak in the film is pure gibberish); Lucile Watson as a gentle Mother Superior; Alan Marshal as an honorable young French officer; Tilly Losch as a dangerous dancer; Henry Brandon as a comic porter; John Carradine as the mysterious Sand Diviner; and magnificent Sir C. Aubrey Smith as a wise old priest.<br /><br />Movie mavens will recognize Helen Jerome Eddy as a nun; Marcia Mae Jones & Bonita Granville (peeking over the nun's shoulder) as convent girls; gaunt Nigel De Brulier as a monastery lector; and Ferdinand Gottschalk as a hotel clerk, all uncredited.<br /><br />Color films of the 1930's are both rare & lovely to look at, and this movie is no exception - the cinematography is as colorful as the desert itself. THE GARDEN OF ALLAH was the first Technicolor film to be shot on location. Yuma, Arizona gave the film makers all the sand dunes they could desire, but contaminated drinking water & 135 degree heat soon had the company in revolt. When the daily rushes showed Boyer's face had burned a bright tomato red, producer David O. Selznick finally gave in. The remainder of the film was shot on a Hollywood sound stage.",1
"An excellent documentry. I personally remember this growing up in NYC in the early 80's. This movie is for anyone that wasn't around during that time period.This shows the one thing the African American Gay Underclass felt was solely theirs and the love and camadrie you see is real. The people are real and sadly few are still alive as this is being written. The balls are still held but not to the extent that they were in the the nineteen eighties. That time is gone forever. This is a good pre ""homo thug"" movie. When Queens were really proud to be extroverts. Goodbye to Storyville this is another era gone but greatly documented all hail film!",1
"The H.G. Wells Classic has had several Incarnations. The 05' Speilburg Version and the classic 53' version But only this one stays completely true to the book. Nothing is changed nothing is removed.<br /><br />Originally Released as a 3-hour film. The director Re-Cut the film down to 2-hours of pure excellence. Its got a chapter by chapter visualization of the novels pages that ""Wells would be Proud Of"" The story is as everyone remembers. Martians Invade the Earth with Capsules containing an army of Tripod walking War Machines. The people of 19th century earth are ill-prepared to repel the alien forces and fight back with canons and guns who mes shells bound right off the Walkers and when humanity is no longer a world wide power they are saved by the smallest of organisms on earth.<br /><br />The Film is an excellent accomplishment for director Timothy Hines who has great potential as he brought this vision to life with a meager 5 Million budget. Today B-Movies have larger budgets.",1
"It is one of the better Indian movies I have seen lately, instead of crappy song and dance or slum dog movies. All the actors have showed the right emotions at the right intensity with right timing. It is the hallmark of a good movie, that it make the viewer go back and research the subject, which exactly what I did checking on Harilal. I always enjoy Akshay Khanna's subtle style of acting and interestingly he had rather a complicated relationship with his own father Vinod Khanna, albeit not as dramatic as Gandhis and wonder how it helped him essay this character. I was impressed by the direction and 2 thumbs up for Anil Kapoor for producing such a classy movie.",1
"Caught the tail end of this movie channel surfing through the cable movie channels, and was so intrigued I sought out the next showing.<br /><br />I really didn't know what to expect after reading the program summary, but I came away from this movie feeling quite disturbed and distressed. It also gave me as adult who attended high school in the 80's, a little better insight into what our kids have to contend with these days.<br /><br />The fact that you don't see the shooting only adds to the chillness of the plot. To see both child and adult alike struggle to comprehend and come to terms with the senseless shootings was at times overwhelming. And will admit that I shed quite a few tears throughout.<br /><br />On the whole, not a movie that I would seek out to what, however I am sure glad I did see it.",1
"A great Bugs Bunny cartoon from the earlier years has Bugs as a performer in an window display at a local department store. After he's done for the day the manager comes in to tell him that he'll be transferring soon. Bugs is happy to oblige into he figures out that the new job is in taxidermy...and that taxidermy has to do with stuffing animals. Animals like say, a certain rabbit. This causes a battle of wits between the rascally rabbit and his now former employer. I found this short to be delightful and definitely one of the better ones of the early 1940's. It still remains as funny nearly 60+ years later. This animated short can be seen on Disc 1 of the Looney Tunes Golden Collection Volume 2.<br /><br />My Grade: A-",1
"After the usual chase scene, Jerry accidentally winds up inside a bottle of invisible ink, which was part of a chemistry set. He quickly discovers he's invisible...so the predictable results occur, meaning he uses his new hidden condition to torment Tom. Jerry often is just defending himself, but often he has sadistic streak in him that torments the cat whenever possible, even when unprovoked.<br /><br />Here, he makes Tom think his eyes are deceiving him when cheese from a mousetrap disappears before his eyes, or milk from a dish. Tom can't take anymore so he tries to sleep this nightmare off, but Jerry sets fire to his paw! Man, I hope little kids didn't ideas watching these cartoons back in the '40s and '50s! I always found Jerry, the little mouse, more evil than cute.<br /><br />Thankfully, in cartoons, generally, whatever damage a character suffers is gone within seconds and he's back to normal. <br /><br />The best part of this cartoon is about two-thirds of the way through when Tom figures out what the story is with Jerry, and tries different methods to detect where the mouse is located (such as putting flour on the floor to see his footprints).",1
"This is a comedy of morals, so occasionally a gentle touch of bitterness occurs, but a lightness soften all sarcasm and irony flows till all of a sudden one moment will halt your heart and changes everything.<br /><br />This film, marvelously written and directed, is a gem that shines perfectly, with beautiful acting by all. Jean-Louis Trintignant is exquisite as usual, and Romy Schneider is a pearl, perfect and glowing, that is not to be missed. A truly wonderful film !!",1
